"gene","x","y","shape.x","module.x","label","is_hit","hit_dir","best_lfc","best_fdr","nlp","fill_col","border_col","node_r","label_size","label_face","label_col","has_sh2","module.y","shape.y","location","module","shape"
"PAPD5",NA,NA,NA,NA,NA,NA,"depleted",-0.2041,0.059,1.2288,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM25C",NA,NA,NA,NA,NA,NA,"depleted",-0.2865,0.0598,1.2236,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ERMN",NA,NA,NA,NA,NA,NA,"depleted",-0.2112,0.0598,1.2236,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PSMB2",NA,NA,NA,NA,NA,NA,"depleted",-0.2975,0.0604,1.2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PSMD4",NA,NA,NA,NA,NA,NA,"depleted",-0.2566,0.0604,1.2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NUTM2A",NA,NA,NA,NA,NA,NA,"depleted",-0.2355,0.0604,1.2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"POLR2J",NA,NA,NA,NA,NA,NA,"depleted",-0.237,0.0604,1.2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"IDI1",NA,NA,NA,NA,NA,NA,"depleted",-0.2733,0.0626,1.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZNF492",NA,NA,NA,NA,NA,NA,"depleted",-0.255,0.0626,1.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ATXN7L2",NA,NA,NA,NA,NA,NA,"depleted",-0.2325,0.0626,1.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZCCHC9",NA,NA,NA,NA,NA,NA,"depleted",-0.2307,0.0626,1.0698,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"XRCC3",NA,NA,NA,NA,NA,NA,"depleted",-0.2213,0.0626,1.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ATG12",NA,NA,NA,NA,NA,NA,"depleted",-0.22,0.0626,1.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CEP89",NA,NA,NA,NA,NA,NA,"depleted",-0.2127,0.0626,1.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C7orf34",NA,NA,NA,NA,NA,NA,"depleted",-0.2102,0.0626,1.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FFAR3",NA,NA,NA,NA,NA,NA,"depleted",-0.2079,0.0626,1.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"COPRS",NA,NA,NA,NA,NA,NA,"depleted",-0.2065,0.0626,1.2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KRT5",NA,NA,NA,NA,NA,NA,"depleted",-0.2312,0.0631,1.1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C14orf2",NA,NA,NA,NA,NA,NA,"depleted",-0.2254,0.0635,1.1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KRI1",NA,NA,NA,NA,NA,NA,"depleted",-0.2249,0.0635,1.1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GPR12",NA,NA,NA,NA,NA,NA,"depleted",-0.2044,0.0635,1.1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FOS",NA,NA,NA,NA,NA,NA,"depleted",-0.2721,0.0646,1.1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LRRC39",NA,NA,NA,NA,NA,NA,"depleted",-0.2722,0.0653,1.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TRHR",NA,NA,NA,NA,NA,NA,"depleted",-0.2,0.0653,1.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TAS2R60",NA,NA,NA,NA,NA,NA,"depleted",-0.2482,0.0664,1.1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HDAC7",NA,NA,NA,NA,NA,NA,"depleted",-0.2182,0.0664,1.1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"IAH1",NA,NA,NA,NA,NA,NA,"depleted",-0.249,0.0675,1.1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZFYVE27",NA,NA,NA,NA,NA,NA,"depleted",-0.2379,0.0675,1.1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SMG5",NA,NA,NA,NA,NA,NA,"depleted",-0.2323,0.0675,1.1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPE",NA,NA,NA,NA,NA,NA,"depleted",-0.2084,0.0675,1.1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PGGT1B",NA,NA,NA,NA,NA,NA,"depleted",-0.2227,0.0684,1.1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LRTM1",NA,NA,NA,NA,NA,NA,"depleted",-0.2134,0.0684,1.1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HSPBAP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2059,0.0684,1.1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KIF1BP",NA,NA,NA,NA,NA,NA,"depleted",-0.2039,0.0684,1.1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPS20",NA,NA,NA,NA,NA,NA,"depleted",-0.3912,0.0693,1.1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"MAD2L2",NA,NA,NA,NA,NA,NA,"depleted",-0.386,0.0693,1.1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RAD51D",NA,NA,NA,NA,NA,NA,"depleted",-0.287,0.0693,1.1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GFPT1",NA,NA,NA,NA,NA,NA,"depleted",-0.2745,0.0693,1.1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HIST1H2BJ",NA,NA,NA,NA,NA,NA,"depleted",-0.274,0.0693,1.1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UBE2M",NA,NA,NA,NA,NA,NA,"depleted",-0.2725,0.0693,1.1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"VPS9D1",NA,NA,NA,NA,NA,NA,"depleted",-0.2562,0.0693,1.1591,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FHAD1",NA,NA,NA,NA,NA,NA,"depleted",-0.2417,0.0702,1.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CENPA",NA,NA,NA,NA,NA,NA,"depleted",-0.2164,0.0702,1.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LRCH3",NA,NA,NA,NA,NA,NA,"depleted",-0.2032,0.0702,1.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GOLGA8J",NA,NA,NA,NA,NA,NA,"depleted",-0.2003,0.0702,1.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"POLR2B",NA,NA,NA,NA,NA,NA,"depleted",-0.2534,0.0702,1.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"SYNM",NA,NA,NA,NA,NA,NA,"depleted",-0.2643,0.0719,1.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NIPBL",NA,NA,NA,NA,NA,NA,"depleted",-0.2287,0.0719,1.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RFTN2",NA,NA,NA,NA,NA,NA,"depleted",-0.2281,0.0719,1.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RRP9",NA,NA,NA,NA,NA,NA,"depleted",-0.2195,0.0719,1.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CHST15",NA,NA,NA,NA,NA,NA,"depleted",-0.2129,0.0719,1.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FOXH1",NA,NA,NA,NA,NA,NA,"depleted",-0.2054,0.0719,1.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ITGB2",NA,NA,NA,NA,NA,NA,"depleted",-0.2013,0.0719,1.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SYS1",NA,NA,NA,NA,NA,NA,"depleted",-0.3264,0.0725,1.1399,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPL23",NA,NA,NA,NA,NA,NA,"depleted",-0.3521,0.0771,1.1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"CLASRP",NA,NA,NA,NA,NA,NA,"depleted",-0.2486,0.0784,1.1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PRPF38A",NA,NA,NA,NA,NA,NA,"depleted",-0.2649,0.079,1.1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TAF1",NA,NA,NA,NA,NA,NA,"depleted",-0.2508,0.079,1.1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"DDX10",NA,NA,NA,NA,NA,NA,"depleted",-0.2713,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"RPL7A",NA,NA,NA,NA,NA,NA,"depleted",-0.205,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"POLD2",NA,NA,NA,NA,NA,NA,"depleted",-0.3631,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SURF6",NA,NA,NA,NA,NA,NA,"depleted",-0.3114,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PTCD1",NA,NA,NA,NA,NA,NA,"depleted",-0.2976,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FPGS",NA,NA,NA,NA,NA,NA,"depleted",-0.2897,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PPAN-P2RY11",NA,NA,NA,NA,NA,NA,"depleted",-0.266,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TRAF2",NA,NA,NA,NA,NA,NA,"depleted",-0.2652,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C2orf27A",NA,NA,NA,NA,NA,NA,"depleted",-0.2617,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPP25",NA,NA,NA,NA,NA,NA,"depleted",-0.2465,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CXCL1",NA,NA,NA,NA,NA,NA,"depleted",-0.243,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"COG4",NA,NA,NA,NA,NA,NA,"depleted",-0.2382,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"OTOF",NA,NA,NA,NA,NA,NA,"depleted",-0.2287,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GUK1",NA,NA,NA,NA,NA,NA,"depleted",-0.2277,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DPM3",NA,NA,NA,NA,NA,NA,"depleted",-0.2275,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GPBP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2271,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ALG11",NA,NA,NA,NA,NA,NA,"depleted",-0.2217,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SELE",NA,NA,NA,NA,NA,NA,"depleted",-0.2146,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PRMT8",NA,NA,NA,NA,NA,NA,"depleted",-0.213,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ATP11A",NA,NA,NA,NA,NA,NA,"depleted",-0.2065,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PDZD11",NA,NA,NA,NA,NA,NA,"depleted",-0.2045,0.0792,1.1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RABGGTA",NA,NA,NA,NA,NA,NA,"depleted",-0.2036,0.0792,1.4117,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DHX58",NA,NA,NA,NA,NA,NA,"depleted",-0.2005,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"SRSF2",NA,NA,NA,NA,NA,NA,"depleted",-0.4155,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZC3H7A",NA,NA,NA,NA,NA,NA,"depleted",-0.3031,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CELSR3",NA,NA,NA,NA,NA,NA,"depleted",-0.2878,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TXNL4B",NA,NA,NA,NA,NA,NA,"depleted",-0.2578,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PCBP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2576,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PSMA6",NA,NA,NA,NA,NA,NA,"depleted",-0.2436,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UTP11L",NA,NA,NA,NA,NA,NA,"depleted",-0.2418,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SLC2A13",NA,NA,NA,NA,NA,NA,"depleted",-0.2345,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"OTUB2",NA,NA,NA,NA,NA,NA,"depleted",-0.233,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"IKBKG",NA,NA,NA,NA,NA,NA,"depleted",-0.2298,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DMRTC1",NA,NA,NA,NA,NA,NA,"depleted",-0.2281,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NBPF8",NA,NA,NA,NA,NA,NA,"depleted",-0.2264,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NCAPD2",NA,NA,NA,NA,NA,NA,"depleted",-0.2251,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM72A",NA,NA,NA,NA,NA,NA,"depleted",-0.2226,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DIEXF",NA,NA,NA,NA,NA,NA,"depleted",-0.2223,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NLRC3",NA,NA,NA,NA,NA,NA,"depleted",-0.2206,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TMEM65",NA,NA,NA,NA,NA,NA,"depleted",-0.2188,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NPIPA8",NA,NA,NA,NA,NA,NA,"depleted",-0.2131,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PLA2G4F",NA,NA,NA,NA,NA,NA,"depleted",-0.2101,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"STIM1",NA,NA,NA,NA,NA,NA,"depleted",-0.2053,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PTPRA",NA,NA,NA,NA,NA,NA,"depleted",-0.2038,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZFC3H1",NA,NA,NA,NA,NA,NA,"depleted",-0.2022,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KLF6",NA,NA,NA,NA,NA,NA,"depleted",-0.2004,0.0794,1.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCT6A",NA,NA,NA,NA,NA,NA,"depleted",-0.205,0.0808,1.0928,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PPP1R15B",NA,NA,NA,NA,NA,NA,"depleted",-0.2432,0.0815,1.0887,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"VASP",NA,NA,NA,NA,NA,NA,"depleted",-0.2229,0.0815,1.0887,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ATF5",NA,NA,NA,NA,NA,NA,"depleted",-0.2224,0.0815,1.0887,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"L3MBTL2",NA,NA,NA,NA,NA,NA,"depleted",-0.2619,0.0844,1.0734,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"WNK1",NA,NA,NA,NA,NA,NA,"depleted",-0.3354,0.0903,1.0442,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MYRF",NA,NA,NA,NA,NA,NA,"depleted",-0.2381,0.0903,1.0442,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZNF843",NA,NA,NA,NA,NA,NA,"depleted",-0.2227,0.0903,1.0442,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NOP9",NA,NA,NA,NA,NA,NA,"depleted",-0.2284,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"DNAJC9",NA,NA,NA,NA,NA,NA,"depleted",-0.2959,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NKAP",NA,NA,NA,NA,NA,NA,"depleted",-0.2602,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CREM",NA,NA,NA,NA,NA,NA,"depleted",-0.2286,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MLLT6",NA,NA,NA,NA,NA,NA,"depleted",-0.226,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"43168",NA,NA,NA,NA,NA,NA,"depleted",-0.224,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TMEM18",NA,NA,NA,NA,NA,NA,"depleted",-0.2151,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MSTO1",NA,NA,NA,NA,NA,NA,"depleted",-0.2047,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PEX6",NA,NA,NA,NA,NA,NA,"depleted",-0.2042,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TAF5",NA,NA,NA,NA,NA,NA,"depleted",-0.208,0.0918,1.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"TRIM44",NA,NA,NA,NA,NA,NA,"depleted",-0.2783,0.0942,1.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PFAS",NA,NA,NA,NA,NA,NA,"depleted",-0.2533,0.0942,1.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"WRNIP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2426,0.0942,1.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NUMBL",NA,NA,NA,NA,NA,NA,"depleted",-0.2314,0.0942,1.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PRPF40A",NA,NA,NA,NA,NA,NA,"depleted",-0.2191,0.0942,1.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RBSN",NA,NA,NA,NA,NA,NA,"depleted",-0.2138,0.0942,1.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HIST1H3F",NA,NA,NA,NA,NA,NA,"depleted",-0.2013,0.0942,1.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPL3",NA,NA,NA,NA,NA,NA,"depleted",-0.332,0.0957,1.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"FRG2B",NA,NA,NA,NA,NA,NA,"depleted",-0.2214,0.0974,1.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPL13",NA,NA,NA,NA,NA,NA,"depleted",-0.293,0.0982,1.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"AGAP4",NA,NA,NA,NA,NA,NA,"depleted",-0.3044,0.0982,1.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
